"reviewPriority","recommendation","query","expectedTitle","top1Title","flags","titleSimilarity","entryBucket","finalRank","bestCorrectRrfRank","failureRisk","supportPattern","queryType","queryScope","themeFamily","expectedOtid","top1Otid","rationale"
"high","add_year_or_replace_case","推免预报名都招哪些专业","人工智能学院关于接收2022年推荐免试研究生预报名的通知","中山大学人工智能学院关于接收2023年推荐免试研究生预报名申请的通知","no_explicit_year|competing_year_version|under_anchored_short_query|same_family_version_chain|near_duplicate_title","0.84","aggregation_drop","5","11","best_kpid_confusion","single_kp","standard","fact_detail","推免预报名招生专业","otid_81112559b6b240f2","otid_eada182ca6104c99","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; expected and top1 titles are nearly duplicate; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","verify_eval_boundary_or_expected_otid","根据5月26日发布的《该学院2025年以“申请-考核”制招收博士研究生招生简章》，综合考核结果（第二批）的公示是基于哪些具体规定和审核流程，另外该学院在2024年12月25日发布的2025年“申请-考核”制博士招生通知中，审核通过的考生名单如何排列？","人工智能学院关于公示2025年“申请-考核”制博士研究生综合考核结果（第二批）的通知","人工智能学院关于公示2025年“申请-考核”制博士研究生综合考核结果（第二批）的通知","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","needs_ot_context","ot_required","standard","procedure","doctoral_cross_doc","otid_9a0576424d284199","otid_9a0576424d284199","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","verify_eval_boundary_or_expected_otid","作为一个应届硕士毕业生 如果我想申请人工智能学院2021年博士 需要满足哪些基本条件 并描述从预报名到录取的整个流程。","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","same_family_version_chain|near_duplicate_title|metric_or_acceptable_boundary_check","1","already_top1","1","1","needs_ot_context","ot_required","situational","policy_overview","博士招生","otid_1fe8155fa2f64320","otid_1fe8155fa2f64320","expected and top1 titles are nearly duplicate; audit indicates a possible boundary or metric interpretation issue."
"high","add_year_or_replace_case","联合培养博士专项线上报到怎么安排","人工智能学院关于2022年中山大学-鹏城实验室联合培养博士研究生专项计划招生综合考核通知","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","no_explicit_year|competing_year_version|under_anchored_short_query","0.4737","aggregation_drop","4","4","best_kpid_confusion","single_kp","standard","procedure","联合培养博士专项报到流程","otid_b5047e817198431e","otid_ae46d4b5d6e74990","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","如果想走预推免 先网报还是先填问卷","中山大学人工智能学院2026年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","人工智能学院2021年接收推荐免试生工作方案","no_explicit_year|competing_year_version|under_anchored_short_query","0.2778","aggregation_drop","4","4","best_kpid_confusion","single_kp","situational","procedure","推免预报名流程","otid_9c03330f339d4f33","otid_01b65cafe0894b9c","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","人工智能学院2023年博士申请考核制实施办法中 考核总成绩如何使用 哪些情形不予录取","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","same_family_version_chain|near_duplicate_title","1","aggregation_drop","2","8","best_kpid_confusion","single_kp","standard","policy_overview","博士实施办法","otid_dc2fbd2f88f7453b","otid_5f10b726aa1d4728","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","中山大学人工智能学院在2025年9月15日发布的通知中，公布了哪一年的预推免考核名单？","中山大学人工智能学院关于公布2026年进入预推免考核名单的通知","中山大学人工智能学院关于公布2025年进入预推免考核名单的通知","same_family_version_chain|near_duplicate_title","1","unknown","","1","needs_ot_context","single_kp","standard","policy_overview","tuimian","otid_8c93e52cc4314e6c","otid_2cf6f4e5e6b648a9","expected and top1 titles are nearly duplicate."
"high","expand_acceptable_otids_or_replace_case","2021年直博预报名的英语成绩有什么要求","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","中山大学人工智能学院关于接收2021年推荐免试研究生预报名申请的通知","same_family_version_chain|near_duplicate_title","1","aggregation_drop","2","4","best_kpid_confusion","single_kp","standard","eligibility_condition","直博预报名条件","otid_fcf3caca2aa340ca","otid_6e85da455dd34af3","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","expand_acceptable_otids_or_replace_case","逸仙博士后项目的要要什么条件和待遇支持政策都有哪些","中山大学人工智能学院诚邀全球青年英才申请逸仙博士后项目","中山大学人工智能学院诚邀全球青年英才申请2025年逸仙博士后项目","same_family_version_chain|near_duplicate_title","1","aggregation_drop","3","3","best_kpid_confusion","multi_kp","standard","eligibility_condition","博士后项目","otid_55c5131d829e4a00","otid_906af0c4c6e541c2","expected and top1 titles are nearly duplicate; correct document entered candidate retrieval but lost final aggregation."
"high","anchor_query_with_entity_year_or_replace_case","调剂复试时间线","中山大学人工智能学院关于2021年硕士研究生调剂复试的通知","中山大学人工智能学院2021年硕士研究生调剂公告","no_explicit_year|under_anchored_short_query","0.5","aggregation_drop","4","3","best_kpid_confusion","multi_kp","short_keyword","time_location","调剂复试时间安排","otid_c4270d3c6e9944fd","otid_a2f94115e88244d4","expected document is year-specific but query has no explicit year; query is short and lacks anchoring constraints; correct document entered candidate retrieval but lost final aggregation."
"high","add_year_or_replace_case","推免预报名材料最晚什么时候发到邮箱","中山大学人工智能学院关于接收2024年推荐免试研究生预报名申请的通知","中山大学软件工程学院2026年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","no_explicit_year|competing_year_version","0.2558","aggregation_drop","6","4","best_kpid_confusion","single_kp","standard","time_location","推免预报名时间安排","otid_697767196bdf46b2","otid_f86cd11add664a2c","expected document is year-specific but query has no explicit year; top1 is another year/version in a competing document chain; correct document entered candidate retrieval but lost final aggregation."
"medium","manual_review","如果一个学生想申请人工智能学院2022年博士项目 他需要经过哪些考核步骤","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","unknown","","30","requires_multi_kp","multi_kp","situational","procedure","招生流程","otid_c5344a7fc3bc439a","otid_392eac0b27fa4b09","expected and top1 titles are in the same topic family."
"medium","keep_as_algorithm_case_after_dataset_review","人工智能学院2021年博士申请考核制招生的要要什么条件和材料要求是什么","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生招生简章","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","aggregation_drop","4","8","best_kpid_confusion","multi_kp","standard","eligibility_condition","博士招生简章","otid_1fe8155fa2f64320","otid_06f7620140244798","expected and top1 titles are in the same topic family; correct document entered candidate retrieval but lost final aggregation."
"medium","manual_review","我打算报中山大学人工智能学院2021年的博士，综合考核大概什么时候搞？","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生综合考核通知","same_family_version_chain","0.6667","unknown","","1","document_miss","single_kp","situational","time_location","博士招生时间","otid_9911c0374cdd4ce4","otid_06f7620140244798","expected and top1 titles are in the same topic family."
"medium","manual_review","中山大学人工智能学院位于哪里，2023年博士申请的综合考核在什么时间？","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生综合考核结果公示","same_family_version_chain","0.6207","early_late","4","41","requires_multi_kp","multi_kp","standard","time_location","中山大学人工智能学院博士招生","otid_dc2fbd2f88f7453b","otid_c495d5e1d55d4213","expected and top1 titles are in the same topic family."
"medium","anchor_query_with_entity_year_or_replace_case","人工智能学院2021年硕士能不能调剂 调剂申请需要注意什么","中山大学人工智能学院2021年硕士研究生调剂公告","中山大学人工智能学院关于2021年硕士研究生调剂复试的通知","vague_or_context_dependent_query","0.5","aggregation_drop","2","3","best_kpid_confusion","multi_kp","standard","policy_overview","硕士调剂","otid_a2f94115e88244d4","otid_c4270d3c6e9944fd","query contains vague or context-dependent wording; correct document entered candidate retrieval but lost final aggregation."
"low","manual_review","2021年人工智能学院博士申请考核制的实施办法里 考核流程和录取规则怎么安排","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生实施办法","中山大学人工智能学院2021年以“申请-考核”制招收博士研究生递补录取情况的公示","","0.5806","unknown","","3","requires_multi_kp","multi_kp","standard","procedure","博士实施办法","otid_9911c0374cdd4ce4","otid_10c83368275647b5","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","根据该学院1月15日发布的博士研究生综合考核结果公示，公示期间如有异议，应通过哪些具体方式联系咨询，另外根据该学院2023年12月25日公布的2024年博士研究生招生进入综合考核名单，报考计算机科学与技术专业的考生中，哪些人备注了鹏城实验室专项？","人工智能学院2024年“申请-考核”制博士研究生综合考核结果公示","人工智能学院关于公布2024年 以“申请-考核”制招收博士研究生（含专项）进入综合考核考生名单的通知","","0.3409","aggregation_drop","2","9","needs_ot_context","ot_required","standard","policy_overview","doctoral_cross_doc","otid_2d31ea40a9df404b","otid_c79e15cfe7c848e3","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2025年预推免通知里的报名规则和招生层次怎么安排","中山大学人工智能学院2025年接收优秀应届本科毕业生推荐免试攻读研究生预报名通知","中山大学人工智能学院2025年推荐免试研究生接收办法","","0.3143","early_late","7","339","requires_multi_kp","multi_kp","standard","policy_overview","推免预报名政策概览","otid_5d30aea8c4a64cce","otid_3770fb6348d24f6b","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2023年预推免材料最晚什么时候发到邮箱","中山大学人工智能学院关于接收2023年推荐免试研究生预报名申请的通知","中山大学人工智能学院2023年全国优秀大学生夏令营活动报名通知","","0.1842","early_late","12","43","document_miss","single_kp","standard","time_location","推免预报名时间安排","otid_eada182ca6104c99","otid_7229bb63ab97456a","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2024博士细节","人工智能学院关于公布2024年 以“申请-考核”制招收博士研究生（含专项）进入综合考核考生名单的通知","招生资讯转载 | 中山大学材料科学与工程学院关于接收2024年工程硕博士改革专项研究生的补报名通知","","0.1231","early_late","40","71","document_miss","single_kp","short_keyword","fact_detail","doctoral","otid_c79e15cfe7c848e3","otid_fd6621f974774e1c","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022硕士复试时间安排","中山大学人工智能学院2022年硕士研究生复试结果公示","全国2022年硕士研究生报名考试中山大学报考点（代码：4413）公告","","0.1212","aggregation_drop","3","3","document_miss","single_kp","short_keyword","time_location","master_reexam","otid_eae8392d216d48ea","otid_f4f08d56e1d84704","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2026博士条件","人工智能学院关于公示2026年“申请-考核”制博士研究生综合考核结果的通知","鹏城国家实验室-中山大学2026年联合培养博士研究生专项计划招生简章","","0.087","aggregation_drop","13","9","document_miss","single_kp","short_keyword","eligibility_condition","doctoral","otid_f38fd69ea2d64794","otid_ae46d4b5d6e74990","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2024年逸仙博士后项目申请人一般需要具备什么学术背景","中山大学人工智能学院诚邀全球青年英才申请逸仙博士后项目","中山大学软件工程学院可信大模型研究中心博士后招聘启事","","0.075","aggregation_drop","2","1","best_kpid_confusion","single_kp","standard","eligibility_condition","博士后项目条件","otid_55c5131d829e4a00","otid_ddc82e31ec8748a7","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","2022年免试补报名怎么报","中山大学人工智能学院关于2022年免试生接收的补充报名通知","中山大学2022年接收推荐免试研究生办法","","0.0741","aggregation_drop","4","4","best_kpid_confusion","single_kp","standard","procedure","免试补充报名流程","otid_659cfd8833ee4369","otid_07571807121c4472","No obvious dataset-rationality flag from title/year/query heuristics."
"low","keep_as_algorithm_case_after_dataset_review","在人工智能学院2022年博士申请中 要要什么条件和材料提交的截止日期都有哪些","中山大学人工智能学院2022年以“申请-考核”制招收博士研究生招生简章","关于做好2022年国家留学基金资助出国留学人员（研究生类）选派工作的通知","","0.0426","aggregation_drop","7","1","requires_multi_kp","multi_kp","situational","eligibility_condition","博士研究生招生","otid_5e4e1434da5748eb","otid_9a910d57cebd4a10","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","What is the complete application timeline for the 2023 doctoral program at Sun Yat-sen University AI College, including all steps and their deadlines?","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生招生简章","软件工程学院新开课来啦，《AI革命：解码大模型》喊你来选课～","","0.0217","early_late","57","168","needs_ot_context","ot_required","standard","time_location","博士申请时间线","otid_84a37b294495492a","otid_32ea2774d5cf4886","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","For applicants to the 2023 AI College doctoral program, what are all the key temporal milestones from eligibility assessment to final submission?","中山大学人工智能学院2023年以“申请-考核”制招收博士研究生招生简章","软件工程学院新开课来啦，《AI革命：解码大模型》喊你来选课～","","0.0217","early_late","41","46","needs_ot_context","ot_required","standard","time_location","申请时间节点","otid_84a37b294495492a","otid_32ea2774d5cf4886","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","是应届本科生 想申请人工智能学院2021年推免 需要经过哪些流程","人工智能学院2021年接收推荐免试生工作方案","关于申报2021年国家留学基金委-耶鲁大学生物医学世界学者项目奖学金的通知","","0","early_late","3","23","partial_multi_kp_coverage","multi_kp","situational","procedure","推免流程","otid_01b65cafe0894b9c","otid_d371dde33a814b26","No obvious dataset-rationality flag from title/year/query heuristics."
"low","manual_review","2023通知细节","中山大学人工智能学院2023年硕士研究生增补拟录取名单公示","中山大学关于2023年强基计划考核时间调整的通知","","0","unknown","","652","document_miss","single_kp","short_keyword","fact_detail","other","otid_7dd1e1ab60ea44bc","otid_789d033ceea74f4b","No obvious dataset-rationality flag from title/year/query heuristics."
